Category,Headline,SubHeading
Ishockey VM,Dansk NHL-keeper melder fra til VM,Mads Søgaard fra Ottawa Senators er blevet bedt om at pleje sin krop i stedet for at spille VM
Ishockey,Aalborg udbygger finaleføring,Aalborg Pirates fører 2-0 i DM-finaleserien efter en overtidssejr på 4-3 i Herning søndag
Ishockey,Herlev vinder første medaljer i 35 år,Med 3-2 i Esbjerg sikrede Herlev Eagles sig klubbens første sæt medaljer siden 1988
Ishockey,Aalborg skiller Herning ad i første DM-slag,Aalborg Pirates tog en overbevisende sejr på 6-0 over Herning Blue Fox i den første DM-finale
Ishockey,Danmark taber til Sverige igen,For anden dag i træk tabte Danmarks ishockeyherrer en VM-testkamp. 3-0 vandt Sverige i Esbjerg
Ishockey VM,Danmark taber knebent til Sverige i VM-test,Sveriges ishockeylandshold besejrede onsdag Danmark 4-2 i en af optaktskampene til VM
Ishockey,Dansk klub samler ind ? vil holde russer væk fra krig,Frederikshavn White Hawks har startet en indsamling for at beholde Aleksandr Bumagin og familien i landet
Ishockey,Herning overvinder elendig start og booker finalebillet,"Esbjerg Energy blæste Herning Blue Fox omkuld fra start, men tabte pusten i sidste DM-semifinale"
Ishockey,Esbjerg tvinger semifinale ud i afgørende kamp,Esbjerg Energy tog sin første hjemmesejr i semifinalerne mod Herning og tvang serien ud i en syvende kamp
Ishockey,Esbjerg vinder dramatisk semifinale,"Esbjerg scorede efter 30 sekunder af overtiden, da holdet slog Herning Blue Fox 3-2 på udebane"
Ishockey,18-årige talenter kan få debut på landsholdet,"Oscar Fisker Mølgaard og Kristers Steinbergs er blandt de udvalgte til VM-testkampene mod Sverige i næste uge.
"
Ishockey,Aalborg gør rent bord ? klar til DM-finale,Med en sejr på 5-1 over Herlev Eagles onsdag blev Aalborg Pirates klar til DM-finalerne i ishockey
Ishockey,Herning kan øjne DM-finale,Med den tredje sejr i semifinaleserien mod Esbjerg Energy er Herning Blue Fox tæt på DM-finalerne i ishockey
Ishockey VM,Danmarks landshold skal have ny kaptajn,Peter Regin stopper karrieren som professionel ishockeyspiller. 
Ishockey,Nærmer sig DM-finale efter maratondyst,Efter 82 minutters ishockey vandt Aalborg Pirates 3-2 over Herlev Eagles og kom på 3-0 i semifinaleserien
Ishockey,Aalborg og Herning styrer mod DM-finale,"Herning scorede tre gange på 65 sekunder i 5-4-sejren over Esbjerg, mens Aalborg vandt 3-1 i Herlev"
Ishockey,- Den her scoring kommer til at gå verden rundt,"Herlev Eagles' Maksim Popovic scorede et spektakulært mål, der begejstrede TV 2 Sports kommentatorduo"
Ishockey,Aalborg åbner semifinaleserie med sejr,Aalborg Pirates indledte semifinaleserien mod Herlev Eagles med en sejr på 4-2 på egen is
Ishockey,Revser klubfaciliteter: - Vi har ingenting,Trods en lille økonomi og en utidssvarende skøjtehal er Herlev blandt Danmarks fire bedste ishockeyklubber
Ishockey,Herning smadrer Esbjerg i målrigt semifinaleudlæg,Herning Blue Fox vandt med 10-5 i den første semifinale mod Esbjerg Energy. Morten Poulsen scorede fire mål
Ishockey,Eller fortsætter i Rødovre,"Også i den kommende sæson er Olaf Eller træner for Metal Ligaens bundprop, Rødovre Mighty Bulls"
Ishockey,Aalborg stormer i semifinalen efter sikker sejr,De forsvarende ishockeymestre er efter syv kvartfinalekampe mod Rungsted videre til semifinaleduel mod Herlev
Ishockey,Absurd mål annulleret ? dommer sendte pucken i nettet,En helt særlig situation opstod i den syvende og afgørende kvartfinale mellem Aalborg Pirates og Rungsted Seier Capital
Ishockey VM,Offensiv forstærkning til dansk VM-hold,"Nicklas Jensen har ikke spillet ishockey siden oktober 2022, men nu melder han sig klar til VM i maj"
Ishockey,"- Jeg synes egentlig, vi holder os meget godt i tøjlerne",Den sjette kvartfinale mellem Rungsted og Aalborg bød på seks scoringer og seks badebilletter. 
Ishockey,Herlev afslutter 39 års sejrstørke og er semifinaleklar,"For første gang siden 1984 vandt Herlev en slutspilsserie, da Odense blev ekspederet ud i DM-kvartfinalerne"
Ishockey,Historisk aften i dansk ishockey ,Tirsdag kan alle DM-kvartfinalerne blive afgjort i kamp 6. Især for Herlev Eagles kan det blive en speciel aften. 
Ishockey,Nægter at iklæde sig regnbuetrøje,"San Jose Sharks-målvogteren ville ikke støtte et tiltag, der er ""imod hans personlige overbevisning"""
Ishockey,Ishockeytrio misser matchbolde i slutspillet,Der skal en sjette kamp til i samtlige kvartfinaler i Metal Ligaen efter søndagens kampe i slutspillet
Ishockey,"Herlev, Esbjerg og Aalborg har kurs mod semifinalerne","Herlev Eagles fører 3-1 i kvartfinaleserien mod Odense Bulldogs, efter at holdet fredag vandt 6-3"
Ishockey VM,Ehlers' afløser skal være på plads før VM,"Danmarks Ishockey Union er i fuld gang med at finde en ny landstræner, der skal forsætte generationsskifte.
"
Ishockey,Dansker laver sit første mål for Stanley Cup-mestre,"Lars Eller gjorde det til 5-2 for Colorado Avalanche, der natten til fredag slog Mads Søgaard og Senators"
Ishockey,Andersen sejrer over Ehlers i NHL,"Carolina Hurricanes og Frederik Andersen tog en 5-3-sejr over Winnipeg Jets, der har Nikolaj Ehlers på holdet"
Ishockey,Aalborg hævner pinlig nedslagtning,Med en 4-0-sejr på udebane over Rungsted fik Aalborg oprejsning for fredagens kæmpenederlag
Ishockey,Anfører og ekspert i chok over DM-kvartfinale,"Julian Jakobsen var en skuffet Aalborg Pirates-anfører, da han skulle sætte ord på den præstation, der førte til et 11-2-nederlag mod Rungsted"
Ishockey,Mestrene ydmyget med 11-2,"Aalborg var storfavorit, men leverede en pinlig indsats i den første DM-kvartfinale"
Ishockey,Dansk landstræner har fået nyt job,Heinz Ehlers bytter jobbet som dansk landstræner ud med endnu et trænerjob i schweizisk ishockey
Ishockey,Herning misser gylden mulighed - Aalborg vinder grundspillet,"Aalborg smed 2-0-føring og tabte i Esbjerg, men fik hjælp af Herlev til at bevare førstepladsen"
Ishockey,Én ting på spil i sidste spillerunde,"Aalborg Pirates er ét point fra at vinde grundspillet, som tager sin afslutning tirsdag aften"
Ishockey,Danske ishockeykvinders jagt på VM-oprykning er udsat,Kvindernes VM på næsthøjeste niveau er udsat på ubestemt tid. Danmark er blandt deltagerne
Ishockey,Dansker scorer sejrsmålet i NHL-gyser,Oliver Bjorkstrand scorede natten til fredag sejrsmålet i en gyser mellem Seattle Kraken og Detroit Red Wings
Ishockey,Eller får lyndebut,"Lars Eller kom på isen for Colorado Avalanche, bare få timer efter at hans ryk til holdet blev offentliggjort"
Ishockey,Lars Eller skifter til regerende Stanley Cup-vinder,Efter syv år hos Washington Capitals fortsætter Lars Eller karrieren hos Colorado Avalanche
Ishockey,Heinz Ehlers stopper som dansk landstræner,VM til maj bliver Heinz Ehlers' sidste opgave i spidsen for det danske landshold i denne omgang
Ishockey,Derfor er Ehlers' exit ikke overraskende,"Heinz Ehlers overtog landstrænerposten i 2019, og han har leveret store resultater med Danmark"
Ishockey,Herning får pokalrevanche og triumferer i Aalborg,Herning Blue Fox vandt pokalfinalen med 4-2 over Aalborg Pirates på nordjydernes egen is
Ishockey,Dansker laver mål og assist i NHL,Oliver Bjorkstrands mål for Seattle Kraken førte ikke til point i nederlaget til New York Rangers
Ishockey,Herning får hævn i storsejr mod Rødovre,"Herning Blue Fox gennembankede Rødovre, der indkasserede fem mål på 15 minutter i første periode"
Ishockey,Odense vandt topkamp,Odense Bulldogs vandt fredag 4-2 over Herning Blue Fox og er nu ét point efter midtjyderne på andenpladsen
Ishockey,"- De spytter på os, kaster øl og tisser på vores biler",Herlev fik en sejr og en ubehagelig oplevelse med fra fredagens udekamp mod Rødovre
Ishockey,Ehlers med hovedrolle i storsejr,"Et mål og to assister blev det til for Nikolaj Ehlers, som vandt med Winnipeg Jets over Ottawa Senators"
Ishockey,Ehlers scorer og assisterer forgæves i NHL-nederlag,Et mål og en assist fra danske Nikolaj Ehlers var ikke nok til at sikre en sejr over Detroit Red Wings
Ishockey,Odense overrasker i Aalborg,"Giftige Jesper Thörnberg scorede tre gange, da Odense sænkede Aalborg"
Ishockey,Bundprop tager choksejr i Herning,"Førerholdet Herning Blue Fox blev på egen is dukket af en sen scoring af Rødovre, som ligger sidst i ligaen"
Ishockey,Herning Blue Fox vinder topbrag efter overtid,Herning Blue Fox spiller sig med en sejr på 65 point efter 33 kampe. Sønderjyske er seks point efter
Ishockey,Jagten på uopnåelig rekord er sværtet,"Alexander Ovechkin har stillet skarpt på Wayne Gretzkys målrekord, mens russerens bånd til Putin sværter rekordjagten"
Ishockey,Aalborg henter revanche trods Frederikshavns chokstart,Trods tidligt bagud med 0-2 vandt Aalborg klart på udebane mod Frederikshavn i Metal Ligaen
Ishockey,Herning slår Odense efter straffeslag,Efter torsdagens nederlag i straffeslagskonkurrence har Odense ikke slået Herning i de seneste 17 møder
Ishockey,Rungsted slår topholdet Herning,Seks gange i træk er topholdet Herning Blue Fox gået fra isen uden tre point i Metal Ligaen
Ishockey,Snestorm spolerer endnu en NHL-kamp,"Ishockeyspillerne i Buffalo Sabres må blive hjemme, fordi snestormen har lukket byens lufthavn"
Ishockey,Dansker runder vild milepæl i USA,"Lars Eller var med til at føre Washington Capitals til sejr, da danskeren spillede sin NHL-kamp nummer 1000"
Ishockey,Mestrene holder snor i tophold,"Aalborg Pirates åd sig ind på førstepladsen i Metal Ligaen, hvor det fortsat er helt tæt i toppen"
Ishockey,Eller runder som første dansker 1000 NHL-kampe,Lars Eller vandt som den første dansker Stanley Cup. Fredag nat når han ny milepæl for dansk ishockey i NHL
Ishockey,Herning vinder stort drama efter skrækstart,"Esbjerg var foran med 2-0, inden der var gået to minutter, men Herning løb med sejren efter straffeslag"
Ishockey,Frederikshavn vinder igen,Med den tredje ligasejr i træk kan Frederikshavns ishockeyherrer gå på juleferie med en god fornemmelse
Ishockey,Metal Ligaens to tophold får store stryg,Både Herning og Sønderjyske tabte stort i Metal Ligaen til henholdsvis Frederikshavn og Odense
Ishockey,Mesterhold fortsætter god stime,Aalborg Pirates har spillet syv perioder uden scoringer imod efter sin 1-0-sejr over Esbjerg Energy
